amostra_id;classe_id;sinal;sinalizador_id;repeticao;arquivo_relativo;resolucao_w;resolucao_h;fps;duracao_seg;hash_md5;iluminacao;ambiente;device_model;municipio;faixa_etaria;genero_opcional;observacoes
02-tchau-sinalizador-09-3;02;tchau;09;3;Sinalizador09/02-tchau-sinalizador-09-3.mp4;478;850;29,86;4,86;9a1e39bc5d444617efa448f4111c8c26;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-09-4;02;tchau;09;4;Sinalizador09/02-tchau-sinalizador-09-4.mp4;478;850;29,88;4,92;d59929ae9d69b0a0beb1ca85c5af096a;boa;interna;;Santana de Parnaíba;18-24;;
02-tchau-sinalizador-09-5;02;tchau;09;5;Sinalizador09/02-tchau-sinalizador-09-5.mp4;478;850;29,85;4,22;c4010914db524d2fe2647621d25aac8a;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-09-1;03;obrigado;09;1;Sinalizador09/03-obrigado-sinalizador-09-1.mp4;478;850;29,83;3,96;1f2bfc54c1c336bca810ca296917b31a;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-09-2;03;obrigado;09;2;Sinalizador09/03-obrigado-sinalizador-09-2.mp4;478;850;29,8;3,56;65ecc614035bc17b8444e8b1b54a1d36;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-09-3;03;obrigado;09;3;Sinalizador09/03-obrigado-sinalizador-09-3.mp4;478;850;29,82;4,23;300e8880c5d4ca65ae54b8c80150e6e5;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-09-4;03;obrigado;09;4;Sinalizador09/03-obrigado-sinalizador-09-4.mp4;478;850;29,96;4,34;fa98c22d2bd2b08c5af78f426f56bc72;boa;interna;;Santana de Parnaíba;18-24;;
03-obrigado-sinalizador-09-5;03;obrigado;09;5;Sinalizador09/03-obrigado-sinalizador-09-5.mp4;478;850;29,8;4,16;83af1493584d29982a522d912fb51532;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-09-1;04;desculpa;09;1;Sinalizador09/04-desculpa-sinalizador-09-1.mp4;478;850;29,84;5,46;3cc9c85053aaf5b2ce76016539fff6e8;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-09-2;04;desculpa;09;2;Sinalizador09/04-desculpa-sinalizador-09-2.mp4;478;850;29,88;5,19;a47db7cf5a219146ffeb82b8929df4c5;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-09-3;04;desculpa;09;3;Sinalizador09/04-desculpa-sinalizador-09-3.mp4;478;850;29,89;5,02;98926e055dc5d24185bc871aa99ad416;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-09-4;04;desculpa;09;4;Sinalizador09/04-desculpa-sinalizador-09-4.mp4;478;850;29,75;4,84;69e7ab48c60161c394c374ffb762387f;boa;interna;;Santana de Parnaíba;18-24;;
04-desculpa-sinalizador-09-5;04;desculpa;09;5;Sinalizador09/04-desculpa-sinalizador-09-5.mp4;478;850;29,85;5,43;9d0a6f889a74123f7fd9c1d06fc62d4a;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-09-1;05;por favor;09;1;Sinalizador09/05-por favor-sinalizador-09-1.mp4;478;850;29,81;3,92;d00a6354fc48298f40440c7ec3e9df52;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-09-2;05;por favor;09;2;Sinalizador09/05-por favor-sinalizador-09-2.mp4;478;850;29,92;4,81;90e59f39d0602e729244f046444e633a;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-09-3;05;por favor;09;3;Sinalizador09/05-por favor-sinalizador-09-3.mp4;478;850;29,8;4,7;fa38408b4cbe6cd02edb544e790d9113;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-09-4;05;por favor;09;4;Sinalizador09/05-por favor-sinalizador-09-4.mp4;478;850;29,88;5,09;f30cb3043e909e4c0e4b7ed3e01aa999;boa;interna;;Santana de Parnaíba;18-24;;
05-por favor-sinalizador-09-5;05;por favor;09;5;Sinalizador09/05-por favor-sinalizador-09-5.mp4;478;850;29,75;5,21;175f7255501bf0986c27a289a67ea557;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-09-1;06;agua;09;1;Sinalizador09/06-agua-sinalizador-09-1.mp4;478;850;30,05;4,73;264b8a458489630e14dad50a3cc86dde;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-09-2;06;agua;09;2;Sinalizador09/06-agua-sinalizador-09-2.mp4;478;850;29,94;5,01;c1340c298b6f85ab10956e904827b10e;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-09-3;06;agua;09;3;Sinalizador09/06-agua-sinalizador-09-3.mp4;478;850;29,92;5,18;c22d497d638abe5806347410966eb8b1;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-09-4;06;agua;09;4;Sinalizador09/06-agua-sinalizador-09-4.mp4;478;850;29,96;4,61;cda8d34c525bb43c190b650aa52dcde9;boa;interna;;Santana de Parnaíba;18-24;;
06-agua-sinalizador-09-5;06;agua;09;5;Sinalizador09/06-agua-sinalizador-09-5.mp4;478;850;30;6,1;dd787c1cad81a2fba810ce9fa92e04ac;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-09-1;07;eu te amo;09;1;Sinalizador09/07-eu te amo-sinalizador-09-1.mp4;478;850;29,82;5,57;23c5c1e232d2560d8ef233e2fc8cc141;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-09-2;07;eu te amo;09;2;Sinalizador09/07-eu te amo-sinalizador-09-2.mp4;478;850;29,82;5,27;b62965ac64277b08e30d4404d9e3b181;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-09-3;07;eu te amo;09;3;Sinalizador09/07-eu te amo-sinalizador-09-3.mp4;478;850;29,78;5,64;c2b4dbfc8ac1af1b89dfa7a510b47a77;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-09-4;07;eu te amo;09;4;Sinalizador09/07-eu te amo-sinalizador-09-4.mp4;478;850;29,81;5,06;78470db4a9646f76a261d2ef202536a2;boa;interna;;Santana de Parnaíba;18-24;;
07-eu te amo-sinalizador-09-5;07;eu te amo;09;5;Sinalizador09/07-eu te amo-sinalizador-09-5.mp4;478;850;29,84;5,7;38c493ebc70fff094e356da1a93aba4e;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-09-1;08;fome;09;1;Sinalizador09/08-fome-sinalizador-09-1.mp4;478;850;29,96;5,71;2131f9c1e112e07eebba617eda7b7f13;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-09-2;08;fome;09;2;Sinalizador09/08-fome-sinalizador-09-2.mp4;478;850;29,91;5,25;1d6de90d315d1c8f64bdda446925e6d3;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-09-3;08;fome;09;3;Sinalizador09/08-fome-sinalizador-09-3.mp4;478;850;29,91;5,08;9e4f9c494290a2b180f3d8ceb250064c;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-09-4;08;fome;09;4;Sinalizador09/08-fome-sinalizador-09-4.mp4;478;850;29,82;5,1;27546df7fe96e2fba9e489345f8aa3f0;boa;interna;;Santana de Parnaíba;18-24;;
08-fome-sinalizador-09-5;08;fome;09;5;Sinalizador09/08-fome-sinalizador-09-5.mp4;478;850;29,88;6,26;cdeee0d487befe3eb24daa6e4d235151;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-09-1;09;sede;09;1;Sinalizador09/09-sede-sinalizador-09-1.mp4;478;850;30,04;5,03;dda2815cbed14ab601830d66740258ea;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-09-2;09;sede;09;2;Sinalizador09/09-sede-sinalizador-09-2.mp4;478;850;29,97;5,47;58d93e6d45bfeca505ba8318a74a66dc;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-09-3;09;sede;09;3;Sinalizador09/09-sede-sinalizador-09-3.mp4;478;850;30,01;5,33;a55cb0e5e4d4b6693bb130997707310c;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-09-4;09;sede;09;4;Sinalizador09/09-sede-sinalizador-09-4.mp4;478;850;29,97;5,77;e81ba9f312d59a11f9bbde22d4adb9e7;boa;interna;;Santana de Parnaíba;18-24;;
09-sede-sinalizador-09-5;09;sede;09;5;Sinalizador09/09-sede-sinalizador-09-5.mp4;478;850;29,96;5,84;40b6f6559ae60c0866e2c7fe72fdaa87;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-09-1;10;banheiro;09;1;Sinalizador09/10-banheiro-sinalizador-09-1.mp4;478;850;29,82;5,4;df87e0587581a960fa0af010950520a9;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-09-2;10;banheiro;09;2;Sinalizador09/10-banheiro-sinalizador-09-2.mp4;478;850;29,75;5,28;7a9334ba062b850f63bec480ef81aed2;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-09-3;10;banheiro;09;3;Sinalizador09/10-banheiro-sinalizador-09-3.mp4;478;850;29,8;5,84;7877843bcd17fad61eda57fa175b6f20;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-09-4;10;banheiro;09;4;Sinalizador09/10-banheiro-sinalizador-09-4.mp4;478;850;29,8;4,63;ad35b6bd3b5fe5609a18cd7cf83e1345;boa;interna;;Santana de Parnaíba;18-24;;
10-banheiro-sinalizador-09-5;10;banheiro;09;5;Sinalizador09/10-banheiro-sinalizador-09-5.mp4;478;850;29,8;4,8;6d1e16808cac4948dfc118a101be184c;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-09-1;11;dinheiro;09;1;Sinalizador09/11-dinheiro-sinalizador-09-1.mp4;478;850;29,84;4,09;ba1651d02866cbbbae5f81f9754b8b92;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-09-2;11;dinheiro;09;2;Sinalizador09/11-dinheiro-sinalizador-09-2.mp4;478;850;29,82;3,96;45ca3f08950751c75b75d3449002612d;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-09-3;11;dinheiro;09;3;Sinalizador09/11-dinheiro-sinalizador-09-3.mp4;478;850;29,82;3,86;042ced1755d62d491d2a519eb78a617a;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-09-4;11;dinheiro;09;4;Sinalizador09/11-dinheiro-sinalizador-09-4.mp4;478;850;29,78;4,26;4c1e5b6ac4e8c673c8fd2f26b0778222;boa;interna;;Santana de Parnaíba;18-24;;
11-dinheiro-sinalizador-09-5;11;dinheiro;09;5;Sinalizador09/11-dinheiro-sinalizador-09-5.mp4;478;850;29,83;2,95;a57f27219739a8d5d47aad9b7fea908a;boa;interna;;Santana de Parnaíba;18-24;;
12-trabalho-sinalizador-09-1;12;trabalho;09;1;Sinalizador09/12-trabalho-sinalizador-09-1.mp4;478;850;29,87;4,85;de6cc9e9e57976c4268f12d3dbc0beed;boa;interna;;Santana de Parnaíba;18-24;;
12-trabalho-sinalizador-09-2;12;trabalho;09;2;Sinalizador09/12-trabalho-sinalizador-09-2.mp4;478;850;29,8;5,47;88c905a13f82ffe6b900b73a12c7852f;boa;interna;;Santana de Parnaíba;18-24;;
12-trabalho-sinalizador-09-3;12;trabalho;09;3;Sinalizador09/12-trabalho-sinalizador-09-3.mp4;478;850;29,81;4,7;840d040272edef391dabf7a172ebc5d1;boa;interna;;Santana de Parnaíba;18-24;;
12-trabalho-sinalizador-09-4;12;trabalho;09;4;Sinalizador09/12-trabalho-sinalizador-09-4.mp4;478;850;30,03;5;09c2da9cb82ee68cf0cd4847aaea894f;boa;interna;;Santana de Parnaíba;18-24;;
12-trabalho-sinalizador-09-5;12;trabalho;09;5;Sinalizador09/12-trabalho-sinalizador-09-5.mp4;478;850;29,99;4,37;d3b14f24fb097404e17e4ebe55be0149;boa;interna;;Santana de Parnaíba;18-24;;
13-casa-sinalizador-09-1;13;casa;09;1;Sinalizador09/13-casa-sinalizador-09-1.mp4;478;850;29,81;6,07;892ef51e0e2629ef6d587ec2953e00b5;boa;interna;;Santana de Parnaíba;18-24;;
13-casa-sinalizador-09-2;13;casa;09;2;Sinalizador09/13-casa-sinalizador-09-2.mp4;478;850;29,85;6,16;35ebdaab6d0c7854355dcd4e64069cc0;boa;interna;;Santana de Parnaíba;18-24;;
13-casa-sinalizador-09-3;13;casa;09;3;Sinalizador09/13-casa-sinalizador-09-3.mp4;478;850;29,85;6,7;cfcf57c9ff745038cc5b543e37839b12;boa;interna;;Santana de Parnaíba;18-24;;
13-casa-sinalizador-09-4;13;casa;09;4;Sinalizador09/13-casa-sinalizador-09-4.mp4;478;850;29,89;6,32;d5e4a505ac1afdb6b8996fd2e1f76bfb;boa;interna;;Santana de Parnaíba;18-24;;
13-casa-sinalizador-09-5;13;casa;09;5;Sinalizador09/13-casa-sinalizador-09-5.mp4;478;850;29,82;5,97;9e7aa6999b40717b397a6b0ee55893fa;boa;interna;;Santana de Parnaíba;18-24;;
14-escola-sinalizador-09-1;14;escola;09;1;Sinalizador09/14-escola-sinalizador-09-1.mp4;478;850;29,94;5,95;32121552a4b7b49213097f87fd77ac6a;boa;interna;;Santana de Parnaíba;18-24;;
14-escola-sinalizador-09-2;14;escola;09;2;Sinalizador09/14-escola-sinalizador-09-2.mp4;478;850;29,88;5,89;9633b6a18beb1df158338a9ebca5c1f8;boa;interna;;Santana de Parnaíba;18-24;;
14-escola-sinalizador-09-3;14;escola;09;3;Sinalizador09/14-escola-sinalizador-09-3.mp4;478;850;29,06;6,02;d67b6299685c7b31f8e1bb35d7682645;boa;interna;;Santana de Parnaíba;18-24;;
14-escola-sinalizador-09-4;14;escola;09;4;Sinalizador09/14-escola-sinalizador-09-4.mp4;478;850;29,92;6,62;53a90eeda6acc12a6df366bccb3cd61b;boa;interna;;Santana de Parnaíba;18-24;;
14-escola-sinalizador-09-5;14;escola;09;5;Sinalizador09/14-escola-sinalizador-09-5.mp4;478;850;29,85;5,73;6dbf89467027d901a5768d9400dbb07c;boa;interna;;Santana de Parnaíba;18-24;;
15-amigo-sinalizador-09-1;15;amigo;09;1;Sinalizador09/15-amigo-sinalizador-09-1.mp4;478;850;29,88;6,19;a94b4940c4bdb810b97b8db69f172bcc;boa;interna;;Santana de Parnaíba;18-24;;
15-amigo-sinalizador-09-2;15;amigo;09;2;Sinalizador09/15-amigo-sinalizador-09-2.mp4;478;850;29,9;6,45;d174df616c413e9615e6e78ded3d982f;boa;interna;;Santana de Parnaíba;18-24;;
15-amigo-sinalizador-09-3;15;amigo;09;3;Sinalizador09/15-amigo-sinalizador-09-3.mp4;478;850;29,81;6,64;9def27a07e5b0f8236f8b8f8bdbca44f;boa;interna;;Santana de Parnaíba;18-24;;
15-amigo-sinalizador-09-4;15;amigo;09;4;Sinalizador09/15-amigo-sinalizador-09-4.mp4;478;850;29,73;5,92;19be5194992f23e668fbb7585753f057;boa;interna;;Santana de Parnaíba;18-24;;
15-amigo-sinalizador-09-5;15;amigo;09;5;Sinalizador09/15-amigo-sinalizador-09-5.mp4;478;850;29,85;5,36;dfddd763c23b45df21bb0ae890b1c488;boa;interna;;Santana de Parnaíba;18-24;;
16-saudade-sinalizador-09-1;16;saudade;09;1;Sinalizador09/16-saudade-sinalizador-09-1.mp4;478;850;29,85;6,1;ae53da6f845475238d3fe21417d78b60;boa;interna;;Santana de Parnaíba;18-24;;
16-saudade-sinalizador-09-2;16;saudade;09;2;Sinalizador09/16-saudade-sinalizador-09-2.mp4;478;850;29,81;6,17;b61b3a69e7dbb891954ba60662284492;boa;interna;;Santana de Parnaíba;18-24;;
16-saudade-sinalizador-09-3;16;saudade;09;3;Sinalizador09/16-saudade-sinalizador-09-3.mp4;478;850;29,87;5,93;123bc75c9f13f825028242d00b7e0fcb;boa;interna;;Santana de Parnaíba;18-24;;
16-saudade-sinalizador-09-4;16;saudade;09;4;Sinalizador09/16-saudade-sinalizador-09-4.mp4;478;850;29,89;6,39;e274802b093c67144d43f34516007332;boa;interna;;Santana de Parnaíba;18-24;;
16-saudade-sinalizador-09-5;16;saudade;09;5;Sinalizador09/16-saudade-sinalizador-09-5.mp4;478;850;29,84;7,21;effaa97f689befd96160198270913397;boa;interna;;Santana de Parnaíba;18-24;;
17-nome-sinalizador-09-1;17;nome;09;1;Sinalizador09/17-nome-sinalizador-09-1.mp4;478;850;29,83;5,53;9173c99fecaa5390368227c42f575cd3;boa;interna;;Santana de Parnaíba;18-24;;
17-nome-sinalizador-09-2;17;nome;09;2;Sinalizador09/17-nome-sinalizador-09-2.mp4;478;850;29,83;5,63;6e72cc99466a34dcb1cb13dc9340a1e6;boa;interna;;Santana de Parnaíba;18-24;;
17-nome-sinalizador-09-3;17;nome;09;3;Sinalizador09/17-nome-sinalizador-09-3.mp4;478;850;29,7;6,06;550ddda050acb9d8cfb25289f1e5f54f;boa;interna;;Santana de Parnaíba;18-24;;
17-nome-sinalizador-09-4;17;nome;09;4;Sinalizador09/17-nome-sinalizador-09-4.mp4;478;850;29,76;5,51;9bb45a67328cba663418205c4650b80d;boa;interna;;Santana de Parnaíba;18-24;;
17-nome-sinalizador-09-5;17;nome;09;5;Sinalizador09/17-nome-sinalizador-09-5.mp4;478;850;29,76;5,17;8107cdc357de66a21322daeeb84d7618;boa;interna;;Santana de Parnaíba;18-24;;
18-meu-sinalizador-09-1;18;meu;09;1;Sinalizador09/18-meu-sinalizador-09-1.mp4;478;850;29,86;5,46;c1c55b06ae98624183549c7a28cecd6c;boa;interna;;Santana de Parnaíba;18-24;;
18-meu-sinalizador-09-2;18;meu;09;2;Sinalizador09/18-meu-sinalizador-09-2.mp4;478;850;29,88;6,02;d4e52c8ee75cf166aaebd12b3ab1bcf9;boa;interna;;Santana de Parnaíba;18-24;;
18-meu-sinalizador-09-3;18;meu;09;3;Sinalizador09/18-meu-sinalizador-09-3.mp4;478;850;29,96;6,01;aa335678667fe1576561b523654df1c3;boa;interna;;Santana de Parnaíba;18-24;;
18-meu-sinalizador-09-4;18;meu;09;4;Sinalizador09/18-meu-sinalizador-09-4.mp4;478;850;29,8;5,54;44d1a2e20b9ca47bc730ff6d976b3e1d;boa;interna;;Santana de Parnaíba;18-24;;
18-meu-sinalizador-09-5;18;meu;09;5;Sinalizador09/18-meu-sinalizador-09-5.mp4;478;850;29,85;6,36;06f200ac38542a370c4feaf122ed1f15;boa;interna;;Santana de Parnaíba;18-24;;
19-carro-sinalizador-09-1;19;carro;09;1;Sinalizador09/19-carro-sinalizador-09-1.mp4;478;850;29,74;5,48;854f6f9973f1ef76e58e0268a2514e09;boa;interna;;Santana de Parnaíba;18-24;;
19-carro-sinalizador-09-2;19;carro;09;2;Sinalizador09/19-carro-sinalizador-09-2.mp4;478;850;29,75;5,75;d3da503f7f2602994206e28b91e844d9;boa;interna;;Santana de Parnaíba;18-24;;
19-carro-sinalizador-09-3;19;carro;09;3;Sinalizador09/19-carro-sinalizador-09-3.mp4;478;850;29,82;5,57;0e8da3fd7cea079419ada22f1a2e954c;boa;interna;;Santana de Parnaíba;18-24;;
19-carro-sinalizador-09-4;19;carro;09;4;Sinalizador09/19-carro-sinalizador-09-4.mp4;478;850;29,82;5,06;ce934fdb511f0a42ecefb990972fa3bd;boa;interna;;Santana de Parnaíba;18-24;;
19-carro-sinalizador-09-5;19;carro;09;5;Sinalizador09/19-carro-sinalizador-09-5.mp4;478;850;29,8;5,91;97cd555f2456c497111274fe67ee2dcb;boa;interna;;Santana de Parnaíba;18-24;;
20-onibus-sinalizador-09-1;20;onibus;09;1;Sinalizador09/20-onibus-sinalizador-09-1.mp4;478;850;30,04;5,83;84062e647ec7cd0868ea8844843bd066;boa;interna;;Santana de Parnaíba;18-24;;
20-onibus-sinalizador-09-2;20;onibus;09;2;Sinalizador09/20-onibus-sinalizador-09-2.mp4;478;850;30,04;5,66;a6600d6bcfec394cf6e77c9d3dde2f05;boa;interna;;Santana de Parnaíba;18-24;;
20-onibus-sinalizador-09-3;20;onibus;09;3;Sinalizador09/20-onibus-sinalizador-09-3.mp4;478;850;29,98;6;c54c9a077f12dd0eb89db417ba2a9639;boa;interna;;Santana de Parnaíba;18-24;;
20-onibus-sinalizador-09-4;20;onibus;09;4;Sinalizador09/20-onibus-sinalizador-09-4.mp4;478;850;30,04;5,59;fb64bb1e9e33a98ee475e72a716be042;boa;interna;;Santana de Parnaíba;18-24;;
20-onibus-sinalizador-09-5;20;onibus;09;5;Sinalizador09/20-onibus-sinalizador-09-5.mp4;478;850;30;5,43;1b3b6d4157d8ac21693eec6182761222;boa;interna;;Santana de Parnaíba;18-24;;
01-oi-sinalizador-10-1;01;oi;10;1;Sinalizador10/01-oi-sinalizador-10-1.mp4;1920;1080;29,93;9,62;78acc778463d83904bf46ed301364067;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
01-oi-sinalizador-10-2;01;oi;10;2;Sinalizador10/01-oi-sinalizador-10-2.mp4;1920;1080;29,93;7,38;80db4b45ef95b3fff6311f9860c01e1e;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
01-oi-sinalizador-10-3;01;oi;10;3;Sinalizador10/01-oi-sinalizador-10-3.mp4;1920;1080;29,92;7,19;9bec793053ad76f77a61ab679af99d8d;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
01-oi-sinalizador-10-4;01;oi;10;4;Sinalizador10/01-oi-sinalizador-10-4.mp4;1920;1080;29,92;12,63;2146ff7882ea5e35a5334ff5c3862779;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
01-oi-sinalizador-10-5;01;oi;10;5;Sinalizador10/01-oi-sinalizador-10-5.mp4;1920;1080;29,93;7,32;26c1e7fc0ea60b9df2a74358f13ae65a;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
02-tchau-sinalizador-10-1;02;tchau;10;1;Sinalizador10/02-tchau-sinalizador-10-1.mp4;1920;1080;29,92;7,19;9bec793053ad76f77a61ab679af99d8d;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
02-tchau-sinalizador-10-2;02;tchau;10;2;Sinalizador10/02-tchau-sinalizador-10-2.mp4;1920;1080;29,92;7,7;8f9d72e5370ca6562df820764b6febc9;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
02-tchau-sinalizador-10-3;02;tchau;10;3;Sinalizador10/02-tchau-sinalizador-10-3.mp4;1920;1080;29,92;7,7;aa00dbf15d636b65263da0d574683d00;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
02-tchau-sinalizador-10-4;02;tchau;10;4;Sinalizador10/02-tchau-sinalizador-10-4.mp4;1920;1080;29,93;7,63;61f9bf2bfcd72f975006f2c29ba98b05;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
02-tchau-sinalizador-10-5;02;tchau;10;5;Sinalizador10/02-tchau-sinalizador-10-5.mp4;1920;1080;29,93;7,38;80db4b45ef95b3fff6311f9860c01e1e;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
03-obrigado-sinalizador-10-1;03;obrigado;10;1;Sinalizador10/03-obrigado-sinalizador-10-1.mp4;1920;1080;29,92;8,02;b8a1cbde0d6e935bda542ea9209f3694;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
03-obrigado-sinalizador-10-2;03;obrigado;10;2;Sinalizador10/03-obrigado-sinalizador-10-2.mp4;1920;1080;29,92;8,38;8573035908181eed37eee20ce818f09f;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
03-obrigado-sinalizador-10-3;03;obrigado;10;3;Sinalizador10/03-obrigado-sinalizador-10-3.mp4;1920;1080;29,93;7,83;08c66eaca98859352c90dc17875d1bc2;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
03-obrigado-sinalizador-10-4;03;obrigado;10;4;Sinalizador10/03-obrigado-sinalizador-10-4.mp4;1920;1080;29,93;7,41;5400ea74d97cb1e59f349428322d1be2;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
04-desculpa-sinalizador-10-1;04;desculpa;10;1;Sinalizador10/04-desculpa-sinalizador-10-1.mp4;1920;1080;29,92;10;36518b79129c9fd301ce464fac24d088;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
04-desculpa-sinalizador-10-2;04;desculpa;10;2;Sinalizador10/04-desculpa-sinalizador-10-2.mp4;1920;1080;29,93;9,54;3189ecd07d8b77041f095ad19423bfe1;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
04-desculpa-sinalizador-10-3;04;desculpa;10;3;Sinalizador10/04-desculpa-sinalizador-10-3.mp4;1920;1080;29,92;8,03;39bbe9ab38812aa9bd7f81c36ff0e6a7;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
04-desculpa-sinalizador-10-4;04;desculpa;10;4;Sinalizador10/04-desculpa-sinalizador-10-4.mp4;1920;1080;29,92;7,05;ebd2eb9c9afd4e002a0fdf88eddbf4da;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
05-por favor-sinalizador-10-1;05;por favor;10;1;Sinalizador10/05-por favor-sinalizador-10-1.mp4;1920;1080;29,93;8,52;f8f2034663e975a8a76a3f859fa9afc5;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
05-por favor-sinalizador-10-2;05;por favor;10;2;Sinalizador10/05-por favor-sinalizador-10-2.mp4;1920;1080;29,93;8,2;f3300e1b88a5a51dd24799e31e9299c8;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
05-por favor-sinalizador-10-3;05;por favor;10;3;Sinalizador10/05-por favor-sinalizador-10-3.mp4;1920;1080;29,92;8,17;9884a9f33368a631a8c95d4e6cc750ef;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
05-por favor-sinalizador-10-4;05;por favor;10;4;Sinalizador10/05-por favor-sinalizador-10-4.mp4;1920;1080;29,93;8,03;ff37b81f52c4d214fe555131d956c38c;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
05-por favor-sinalizador-10-5;05;por favor;10;5;Sinalizador10/05-por favor-sinalizador-10-5.mp4;1920;1080;29,93;10,89;ba1bdc69229c6d7e3cae3808ef9dc5e5;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
06-agua-sinalizador-10-1;06;agua;10;1;Sinalizador10/06-agua-sinalizador-10-1.mp4;1920;1080;29,92;7,69;29f29013e203a5d5ee39875bfe49eace;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
06-agua-sinalizador-10-2;06;agua;10;2;Sinalizador10/06-agua-sinalizador-10-2.mp4;1920;1080;29,93;6,29;1094e249f5d7fe039dd9e0a44a832f0e;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
06-agua-sinalizador-10-3;06;agua;10;3;Sinalizador10/06-agua-sinalizador-10-3.mp4;1920;1080;29,93;6,64;a43c9deb36c5623c4bd220c1e193bd77;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
06-agua-sinalizador-10-4;06;agua;10;4;Sinalizador10/06-agua-sinalizador-10-4.mp4;1920;1080;29,93;7,83;b787e63149cfc65bb1f19c8c450e6f59;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
06-agua-sinalizador-10-5;06;agua;10;5;Sinalizador10/06-agua-sinalizador-10-5.mp4;1920;1080;29,93;7,38;e0dea76e8a0c08c1f0419a5b3aa4e19c;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
07-eu te amo-sinalizador-10-1;07;eu te amo;10;1;Sinalizador10/07-eu te amo-sinalizador-10-1.mp4;1920;1080;29,93;9,34;e5e287cae7681d46ed27180271ee782f;boa;interna;motorola moto g54 5G;São Paulo;25-34;;
